index,smiles,FDA_APPROVED,CT_TOX,mol,isosmiles
1174,C=CC[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263100>,C=CC[NH+]1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
1175,C=CC[NH+]1CC[C@]23CCCC[C@H]2[C@H]1Cc4c3cc(cc4)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263160>,C=CC[NH+]1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
1176,CCC[NH+]1CCCC[C@H]1C(=O)Nc2c(cccc2C)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92631c0>,CCC[NH+]1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
1177,CCC[NH2+][C@H]1CCc2c(sc(n2)N)C1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263220>,CCC[NH2+][C@H]1CCc2nc(N)sc2C1
1178,CCC[NH2+]C(C)C(=O)Nc1c(csc1C(=O)OC)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263280>,CCC[NH2+]C(C)C(=O)Nc1c(C)csc1C(=O)OC
1179,CCC[NH2+]C(C)C(=O)Nc1ccccc1C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92632e0>,CCC[NH2+]C(C)C(=O)Nc1ccccc1C
1180,CCC[NH2+]CC(COc1ccccc1C(=O)CCc2ccccc2)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263340>,CCC[NH2+]CC(O)COc1ccccc1C(=O)CCc1ccccc1
1181,CCCC(C)(COC(=O)N)COC(=O)N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92633a0>,CCCC(C)(COC(N)=O)COC(N)=O
1182,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263400>,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
1183,CCCC(C)C1(C(=O)NC(=[NH+]C1=O)S)CC=C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263460>,C=CCC1(C(C)CCC)C(=O)NC(S)=[NH+]C1=O
1184,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92634c0>,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
1185,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263520>,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O
1186,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263580>,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
1187,CCCC(CCC)C(=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92635e0>,CCCC(CCC)C(=O)[O-]
1188,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263640>,CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C
1189,CCCC(=O)Nc1c(cc(c(c1I)CC(CC)C(=O)[O-])I)I,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92636a0>,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)[O-])c1I
1190,CCCC(=O)Nc1ccc(c(c1)C(=O)C)OCC(C[NH2+]C(C)C)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263700>,CCCC(=O)Nc1ccc(OCC(O)C[NH2+]C(C)C)c(C(C)=O)c1
1191,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C(=O)COC(=O)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263760>,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
1192,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92637c0>,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
1193,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)COC(=O)CC,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263820>,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
1194,CCCC(=O)OCOC(=O)C1=C(NC(=C(C1c2cccc(c2Cl)Cl)C(=O)OC)C)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263880>,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
1195,CCCc1c2c(c(=O)[nH]c(n2)c3cc(ccc3OCC)S(=O)(=O)N4CC[NH+](CC4)C)n(n1)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92638e0>,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CC[NH+](C)CC4)ccc3OCC)nc12
1196,CCCc1c2c(cc3c1oc(cc3=O)C(=O)[O-])c(=O)cc(n2CC)C(=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263940>,CCCc1c2oc(C(=O)[O-])cc(=O)c2cc2c(=O)cc(C(=O)[O-])n(CC)c12
1197,CCCc1cc(=O)[nH]c(=S)[nH]1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92639a0>,CCCc1cc(=O)[nH]c(=S)[nH]1
1198,CCCc1nc(c(n1Cc2ccc(cc2)c3ccccc3c4n[n-]nn4)C(=O)OCc5c(oc(=O)o5)C)C(C)(C)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263a00>,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[n-]n2)cc1
1199,CCCc1nc(c2n1[nH]c(nc2=O)c3cc(ccc3OCC)S(=O)(=O)N4CC[NH+](CC4)CC)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263a60>,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CC[NH+](CC)CC4)ccc3OCC)[nH]n12
1200,CCCc1nc2c(cc(cc2n1Cc3ccc(cc3)c4ccccc4C(=O)[O-])c5nc6ccccc6n5C)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263ac0>,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)[O-])cc1
1201,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263b20>,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
1202,CCCC[NH+](CCCC)CC(c1cc(cc\2c1-c3ccc(cc3/C2=C/c4ccc(cc4)Cl)Cl)Cl)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263b80>,CCCC[NH+](CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1
1203,CCCC[NH+](CCCC)CCC(c1cc2c(cc(cc2Cl)Cl)c3c1ccc(c3)C(F)(F)F)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263be0>,CCCC[NH+](CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12
1204,CCCC[NH+]1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263c40>,CCCC[NH+]1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
1205,CCCC[NH+]1CCCC[C@H]1C(=O)Nc2c(cccc2C)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263ca0>,CCCC[NH+]1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
1206,CCCC[NH+]1CCCCC1C(=O)Nc2c(cccc2C)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263d00>,CCCC[NH+]1CCCCC1C(=O)Nc1c(C)cccc1C
1207,CCCCC([C@]1(CC[C@H]2[C@H](O1)CC(=O)[C@H]2CCCCCCC(=O)[O-])O)(F)F,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263d60>,CCCCC(F)(F)[C@@]1(O)CC[C@@H]2[C@H](CCCCCCC(=O)[O-])C(=O)C[C@H]2O1
1208,CCCCC(C)(C/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)OC)O)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263dc0>,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
1209,CCCCC(CC)COC(=O)/C=C/c1ccc(cc1)OC,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263e20>,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1
1210,CCCCC(CC)COC(=O)C(=C(c1ccccc1)c2ccccc2)C#N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263e80>,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1
1211,CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3[n-]nnn3)[C@@H](C(C)C)C(=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263ee0>,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1)[C@H](C(=O)[O-])C(C)C
1212,CCCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CO,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263f40>,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
1213,CCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9263fa0>,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
1214,CCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCc4c3ccc(c4)O)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260040>,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C
1215,CCCCC(=O)OCC(=O)[C@@]1(Cc2c(c(c3c(c2[O-])C(=O)c4cccc(c4C3=O)OC)[O-])[C@H](C1)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92600a0>,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c([O-])c3c(c([O-])c2[C@@H](OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O
1216,CCCCc1[nH+]cc(n1Cc2ccc(cc2)C(=O)[O-])/C=C(\Cc3cccs3)/C(=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260100>,CCCCc1[nH+]cc(/C=C(\Cc2cccs2)C(=O)[O-])n1Cc1ccc(C(=O)[O-])cc1
1217,CCCCc1c(c2cc(ccc2o1)NS(=O)(=O)C)C(=O)c3ccc(cc3)OCCC[NH+](CCCC)CCCC,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260160>,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCC[NH+](CCCC)CCCC)cc1
1218,CCCCc1c(c2ccccc2o1)C(=O)c3cc(c(c(c3)I)OCC[NH+](CC)CC)I,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92601c0>,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC[NH+](CC)CC)c(I)c1
1221,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)[O-])O)O)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260220>,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)[O-]
1222,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)[O-])O)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260280>,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)[O-]
1223,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)[O-])O)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92602e0>,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-]
1224,CCCCC[C@H](CC[C@H]1[C@@H]2Cc3cccc(c3C[C@@H]2C[C@@H]1O)OCC(=O)[O-])O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260340>,CCCCC[C@@H](O)CC[C@@H]1[C@@H](O)C[C@H]2Cc3c(cccc3OCC(=O)[O-])C[C@@H]12
1225,CCCCC[NH+](C)CCC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92603a0>,CCCCC[NH+](C)CCC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-]
1226,CCCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260400>,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
1227,CCCCCc1cc(c2c(c1)OC([C@H]3[C@H]2C=C(CC3)C)(C)C)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260460>,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
1228,CCCCCCC(C)(C)c1cc(c2c(c1)OC([C@H]3[C@H]2CC(=O)CC3)(C)C)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92604c0>,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21
1229,CCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260520>,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
1230,CCCCCCC(=O)OCCN1CC[NH+](CC1)CCCN2c3ccccc3Sc4c2cc(cc4)C(F)(F)F,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260580>,CCCCCCC(=O)OCCN1CC[NH+](CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
1231,CCCCCCC[NH+](CC)CCCC(c1ccc(cc1)NS(=O)(=O)C)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92605e0>,CCCCCCC[NH+](CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1
1232,CCCCCCCC(=O)CC[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)OC(C)C)O)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260640>,CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)OC(C)C
1233,CCCCCCCC(=O)OCC(CO)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92606a0>,CCCCCCCC(=O)OCC(O)CO
1234,CCCCCCCC/C=C\CCCCCCCC(=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260700>,CCCCCCCC/C=C\CCCCCCCC(=O)[O-]
1235,CCCCCCCCc1ccc(cc1)CCC(CO)(CO)[NH3+],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260760>,CCCCCCCCc1ccc(CCC([NH3+])(CO)CO)cc1
1236,CCCCCCCCC[NH+]1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92607c0>,CCCCCCCCC[NH+]1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
1237,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)N[C@H](CC(=O)N)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@H]3[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC3=O)CCC[NH3+])CC(=O)[O-])C)CC(=O)[O-])CO)[C@H](C)CC(=O)[O-])CC(=O)c4ccccc4N)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260820>,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCC[NH3+])C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)[O-])C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)[O-])C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C
1238,CCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260880>,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
1239,CCCCCCCCCC(=O)OCCN1CC[NH+](CC1)CCCN2c3ccccc3Sc4c2cc(cc4)C(F)(F)F,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92608e0>,CCCCCCCCCC(=O)OCCN1CC[NH+](CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
1240,CCCCCCCCCc1ccc(cc1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260940>,CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1
1241,CCCCCCCCCCC[C@@H](C[C@H]1[C@@H](C(=O)O1)CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92609a0>,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
1242,CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260a00>,CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1
1243,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260a60>,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC
1244,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1SC)C(C(C)Cl)NC(=O)[C@@H]2C[C@H](C[NH+]2C)CCC)O)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260ac0>,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H](C(NC(=O)[C@@H]2C[C@@H](CCC)C[NH+]2C)C(C)Cl)O[C@@H]1SC
1245,CCCCCCCCCCCCCCCC(=O)O[C@@H]1CCCn2c1nc(c(c2=O)CC[NH+]3CCC(CC3)c4c5ccc(cc5on4)F)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260b20>,CCCCCCCCCCCCCCCC(=O)O[C@@H]1CCCn2c1nc(C)c(CC[NH+]1CCC(c3noc4cc(F)ccc34)CC1)c2=O
1246,CCCCCCCCCCCCCCCC(=O)OC/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(CCCC1(C)C)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260b80>,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
1247,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260be0>,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC
1248,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(cc1)OC)c2ncccn2,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260c40>,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1
1249,CCCCCCCCCCCCCCCCCCCCCCO,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260ca0>,CCCCCCCCCCCCCCCCCCCCCCO
1250,CCCCCCCCCCCCCCCCO,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260d00>,CCCCCCCCCCCCCCCCO
1251,CCCCCCCCCCCCCCOS(=O)(=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260d60>,CCCCCCCCCCCCCCOS(=O)(=O)[O-]
1252,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260dc0>,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
1253,CCCCCCCCCCNCC[NH2+][C@]1(C[C@@H](O[C@H]([C@H]1O)C)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2Oc3c4cc5cc3Oc6ccc(cc6Cl)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7c8ccc(c(c8)-c9c(cc(c(c9O)C[NH2+]CP(=O)([O-])[O-])O)[C@H](NC(=O)[C@H]([C@@H](c1ccc(c(c1)Cl)O4)O)NC7=O)C(=O)[O-])O)CC(=O)N)NC(=O)[C@@H](CC(C)C)[NH2+]C)O)CO)O)O)C,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260e20>,CCCCCCCCCCNCC[NH2+][C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)[NH2+]C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)[O-])c5cc(O)c(C[NH2+]CP(=O)([O-])[O-])c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O
1254,CCCCCCOC(=O)/[NH+]=C(\c1ccc(cc1)NCc2nc3cc(ccc3n2C)C(=O)N(CCC(=O)OCC)c4ccccn4)/N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260e80>,CCCCCCOC(=O)/[NH+]=C(/N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1
1255,CCCCCCOC(=O)CCC(=O)C[NH3+],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260ee0>,CCCCCCOC(=O)CCC(=O)C[NH3+]
1256,CCCCCNC(=[NH2+])N/N=C/c1c[nH]c2c1cc(cc2)OC,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260f40>,CCCCCNC(=[NH2+])N/N=C/c1c[nH]c2ccc(OC)cc12
1257,CCCCCOC(=O)Nc1c(cn(c(=O)n1)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O)F,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e9260fa0>,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F
1258,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O,0,1,<rdkit.Chem.rdchem.Mol object at 0x2b11e9258040>,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F
1259,CCCCCOc1ccc(cc1)c2cc(no2)c3ccc(cc3)C(=O)N[C@H]4C[C@H]([C@H](NC(=O)[C@@H]5[C@H]([C@H](CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)O)[C@@H]([C@H](c7ccc(c(c7)OS(=O)(=O)[O-])O)O)O)[C@@H](CC(=O)N)O)C)O)O)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e92580a0>,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)[O-])c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1
