index,compound id (and file prefix),SMILES,iupac name (or alternative if IUPAC is unavailable or not parseable by OEChem),experimental value (kcalmol),experimental uncertainty (kcalmol),Mobley group calculated value (GAFF) (kcalmol),calculated uncertainty (kcalmol),experimental reference (original or paper this value was taken from),calculated reference,text notes.,mol,isosmiles
568,mobley_8765203, CC(=C)C=C, isoprene,0.68,0.6,1.82,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d11940>,C=CC(=C)C
569,mobley_8772587, CCCCI, 1-iodobutane,-0.25,0.6,-0.22,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d119a0>,CCCCI
570,mobley_8785107, C[C@H]1CC[C@@H](O1)C," 2,5-dimethyltetrahydrofuran",-2.92,0.6,-1.79,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Renamed mobley_8785107 from 2,5-dimethyltetrahydrofuran to (2S,5S)-2,5-dimethyltetrahydrofuran (the name from the 3D structure) since the former did not completely specify stereochemistry.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d11a00>,C[C@H]1CC[C@H](C)O1
571,mobley_8789465, c1ccc(c(c1)O)I, 2-iodophenol,-6.2,0.6,-3.22,0.04, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d11a60>,Oc1ccccc1I
572,mobley_8789864, COC(CC#N)(OC)OC," 3,3,3-trimethoxypropanenitrile",-6.4,0.6,-5.86,0.03, 10.1139v80-201, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d11ac0>,COC(CC#N)(OC)OC
573,mobley_8798016, c1cnccc1C=O, pyridine-4-carbaldehyde,-7.0,0.6,-7.34,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d11b20>,O=Cc1ccncc1
574,mobley_8809190, CCCCc1ccccc1, butylbenzene,-0.4,0.6,-0.23,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d11b80>,CCCCc1ccccc1
575,mobley_8809274, c1ccc(cc1)C(F)(F)F, trifluoromethylbenzene,-0.25,0.6,-0.57,0.03, 10.1039P29940001777, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d11be0>,FC(F)(F)c1ccccc1
576,mobley_8823527, c1cc(c(cc1Cl)c2cc(c(c(c2)Cl)Cl)Cl)Cl," 1,2,3-trichloro-5-(2,5-dichlorophenyl)benzene",-3.61,0.13,-0.92,0.04, 10.1007s10822-012-9568-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d11c40>,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2)c1
577,mobley_8827942, c1ccc2c(c1)Oc3c(cc(c(c3O2)Cl)Cl)Cl," 1,2,4-trichlorodibenzo-p-dioxin",-4.05,0.1,-3.16,0.04, 10.1007s10822-012-9568-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d11ca0>,Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2
578,mobley_8861672, Cc1ccnc(c1)C," 2,4-dimethylpyridine",-4.86,0.6,-3.28,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d11d00>,Cc1ccnc(C)c1
579,mobley_8882696, C1CCOC1, tetrahydrofuran,-3.47,0.6,-2.2,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d11d60>,C1CCOC1
580,mobley_8883511, Cc1ccccc1C=O, 2-methylbenzaldehyde,-3.93,0.1,-4.55,0.03, SAMPL4_Guthrie, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d11dc0>,Cc1ccccc1C=O
581,mobley_8885088, C1CC=CC1, cyclopentene,0.56,0.6,1.23,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d11e20>,C1=CCCC1
582,mobley_8899867, C1CCC(C1)O, cyclopentanol,-5.49,0.6,-4.29,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d11e80>,OC1CCCC1
583,mobley_8916409, CCOC(=O)C[C@H](C(=O)OCC)SP(=S)(OC)OC, diethyl (2R)-2-dimethoxyphosphinothioylsulfanylbutanedioate,-8.15,0.21,-11.19,0.06, 10.1021jp806724u, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from malathion to diethyl (2R)-2-dimethoxyphosphinothioylsulfanylbutanedioate for better handlingstandardization.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d11ee0>,CCOC(=O)C[C@@H](SP(=S)(OC)OC)C(=O)OCC
584,mobley_8966374, Cc1cnccn1, 2-methylpyrazine,-5.51,0.6,-6.16,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d11f40>,Cc1cnccn1
585,mobley_8983100, CBr, bromomethane,-0.82,0.6,0.46,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d11fa0>,CBr
586,mobley_900088, CC(=C)C(=C)C," 2,3-dimethylbuta-1,3-diene",0.4,0.6,1.86,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27040>,C=C(C)C(=C)C
587,mobley_9007496, CNC(=O)Oc1cccc2c1cccc2, naphthalen-1-yl N-methylcarbamate,-9.45,0.1,-10.44,0.04, 10.1021jp806724u, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from carbaryl to naphthalen-1-yl N-methylcarbamate for better handlingstandardization.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d270a0>,CNC(=O)Oc1cccc2ccccc12
588,mobley_9015240, CCCCCCCCBr, 1-bromooctane,0.52,0.6,1.35,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27100>,CCCCCCCCBr
589,mobley_9028462, COC(=O)C(F)(F)F," methyl 2,2,2-trifluoroacetate",-1.1,0.6,-1.35,0.02, 10.1139v76-032, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27160>,COC(=O)C(F)(F)F
590,mobley_902954, CCCCO[N+](=O)[O-], butyl nitrate,-2.09,0.1,-1.94,0.03, 10.1021jp806724u, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d271c0>,CCCCO[N+](=O)[O-]
591,mobley_9029594, CF, fluoromethane,-0.22,0.6,0.88,0.01, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27220>,CF
593,mobley_9073553, CSC, methylsulfanylmethane,-1.61,0.6,0.44,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d272e0>,CSC
594,mobley_9100956, CC1CCCCC1, methylcyclohexane,1.7,0.6,1.68,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27340>,CC1CCCCC1
595,mobley_9112978, CCC=CC, pent-2-ene,1.31,0.6,2.37,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104, Renamed mobley_9112978 from pent-2-ene to (Z)-pent-2-ene (the name from the 3D structure) since the former did not completely specify stereochemistry.  ,<rdkit.Chem.rdchem.Mol object at 0x2b7646d273a0>,CC=CCC
596,mobley_9114381, COC(=O)CC#N, methyl 2-cyanoacetate,-6.72,0.6,-6.36,0.03, 10.1139v80-201, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27400>,COC(=O)CC#N
597,mobley_9121449, CCC#C, but-1-yne,-0.16,0.6,0.28,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27460>,C#CCC
598,mobley_9139060, CC1CCC(CC1)C," 1,4-dimethylcyclohexane",2.11,0.6,1.92,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d274c0>,CC1CCC(C)CC1
599,mobley_9185328, CCCN, propan-1-amine,-4.39,0.6,-3.05,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27520>,CCCN
600,mobley_9197172, CCCCCCC=C, oct-1-ene,1.92,0.6,2.9,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27580>,C=CCCCCCC
601,mobley_9201263, COS(=O)(=O)C, methyl methanesulfonate,-4.87,0.6,-8.82,0.03, 10.1139v98-084, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d275e0>,COS(C)(=O)=O
602,mobley_9209581, CN(C)C," N,N-dimethylmethanamine",-3.2,0.6,-2.64,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27640>,CN(C)C
603,mobley_9246215, C=CCC=C," penta-1,4-diene",0.93,0.6,2.36,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d276a0>,C=CCC=C
604,mobley_9246351, C(Br)Br, dibromomethane,-1.96,0.6,-0.41,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27700>,BrCBr
605,mobley_9257453, c1cc(c(cc1O)Cl)Cl," 3,4-dichlorophenol",-7.29,0.1,-5.14,0.03, SAMPL4_Guthrie, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27760>,Oc1ccc(Cl)c(Cl)c1
606,mobley_9281946, CCOP(=S)(OCC)Oc1ccc(cc1)[N+](=O)[O-], diethoxy-(4-nitrophenoxy)-thioxo-$l^{5}-phosphane,-6.74,0.1,-9.21,0.04, 10.1021jp806724u, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from parathion to diethoxy-(4-nitrophenoxy)-thioxo-$l^{5}-phosphane for better handlingstandardization.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d277c0>,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1
607,mobley_929676, CCCCCCBr, 1-bromohexane,0.18,0.6,1.08,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27820>,CCCCCCBr
608,mobley_9407874, CCCCCCC(=O)C, octan-2-one,-2.88,0.6,-2.76,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27880>,CCCCCCC(C)=O
609,mobley_9414831, Cc1cccc2c1cccc2, 1-methylnaphthalene,-2.44,0.6,-3.21,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d278e0>,Cc1cccc2ccccc12
610,mobley_9434451, CC(C)Br, 2-bromopropane,-0.48,0.6,0.45,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27940>,CC(C)Br
611,mobley_9460824, CCOP(=S)(OCC)SCSCC, diethoxy-(ethylsulfanylmethylsulfanyl)-thioxo-$l^{5}-phosphane,-4.37,0.1,-6.43,0.05, 10.1021jp806724u, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from phorate to diethoxy-(ethylsulfanylmethylsulfanyl)-thioxo-$l^{5}-phosphane for better handlingstandardization.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d279a0>,CCOP(=S)(OCC)SCSCC
612,mobley_9478823, Cc1ccccc1C, o-xylene,-0.9,0.6,-0.85,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27a00>,Cc1ccccc1C
613,mobley_9507933, Cc1ccc(nc1)C," 2,5-dimethylpyridine",-4.72,0.6,-3.17,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27a60>,Cc1ccc(C)nc1
614,mobley_9510785, c1ccc(cc1)c2cc(c(c(c2Cl)Cl)Cl)Cl," 1,2,3,4-tetrachloro-5-phenyl-benzene",-3.48,1.0,-1.31,0.04, 10.1007s10822-012-9568-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27ac0>,Clc1cc(-c2ccccc2)c(Cl)c(Cl)c1Cl
615,mobley_951560, C1CNCCN1, piperazine,-7.4,0.6,-8.48,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27b20>,C1CNCCN1
616,mobley_9534740, C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O," (2R,3R,4S,5S,6R)-6-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol",-25.47,0.22,-18.09,0.07, 10.1007s10822-010-9350-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from d-glucose to (2R,3R,4S,5S,6R)-6-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol for better handlingstandardization.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27b80>,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
617,mobley_9557440, c1c(c(=O)[nH]c(=O)[nH]1)Cl, 5-chlorouracil,-17.74,0.78,-16.61,0.03, 10.1007s10822-010-9350-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27be0>,O=c1[nH]cc(Cl)c(=O)[nH]1
618,mobley_9565165, c1ccc-2c(c1)Cc3c2cccc3, 9H-fluorene,-3.35,0.6,-4.27,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27c40>,c1ccc2c(c1)Cc1ccccc1-2
619,mobley_9571888, C1[C@@H]2[C@H](COS(=O)O1)[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl, endosulfan alpha,-4.23,0.26,-9.79,0.04, 10.1021jp806724u, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27ca0>,O=S1OC[C@@H]2[C@H](CO1)[C@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl
620,mobley_9617923, CCCCCCCCC(=O)C, decan-2-one,-2.34,0.6,-2.57,0.04, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27d00>,CCCCCCCCC(C)=O
621,mobley_9624458, C(CCl)CCl," 1,3-dichloropropane",-1.89,0.6,-0.42,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27d60>,ClCCCCl
622,mobley_9626434, CCOCCO, 2-ethoxyethanol,-6.69,0.6,-4.41,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27dc0>,CCOCCO
623,mobley_9653690, CC1=CC[C@H](C[C@@H]1O)C(=C)C," (1S,5R)-2-methyl-5-(1-methylethenyl)-2-cyclohexen-1-ol",-4.44,0.43,-3.26,0.04, SAMPL4_Guthrie, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27e20>,C=C(C)[C@@H]1CC=C(C)[C@@H](O)C1
624,mobley_967099, CC(C)[N+](=O)[O-], 2-nitropropane,-3.13,0.6,-1.74,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27e80>,CC(C)[N+](=O)[O-]
625,mobley_9671033, CCC[N+](=O)[O-], 1-nitropropane,-3.34,0.6,-1.63,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27ee0>,CCC[N+](=O)[O-]
626,mobley_9705941, Cc1cccs1, 2-methylthiophene,-1.38,0.6,-0.3,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27f40>,Cc1cccs1
627,mobley_9717937, c1ccc(cc1)c2ccccc2Cl, 1-chloro-2-phenyl-benzene,-2.69,0.1,-2.51,0.03, 10.1007s10822-012-9568-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d27fa0>,Clc1ccccc1-c1ccccc1
628,mobley_9729792, C1C=CC=CC=C1," cyclohepta-1,3,5-triene",-0.99,0.6,-0.1,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d23040>,C1=CC=CCC=C1
629,mobley_9733743, CCCCN, butan-1-amine,-4.24,0.6,-2.96,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d230a0>,CCCCN
630,mobley_9740891, c1cc(c(c(c1)Cl)C#N)Cl, dichlobenil,-4.71,1.93,-3.32,0.03, 10.1021jp806724u, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d23100>,N#Cc1c(Cl)cccc1Cl
631,mobley_9741965, C[C@@H](CCO[N+](=O)[O-])O[N+](=O)[O-]," 1,3-bis-(nitrooxy)butane",-4.29,0.39,-4.94,0.02, SAMPL4_Guthrie, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d23160>,C[C@@H](CCO[N+](=O)[O-])O[N+](=O)[O-]
632,mobley_9794857, CC(C)(C)OC, 2-methoxy-2-methyl-propane,-2.21,0.6,-0.69,0.03, 10.1139v91-2, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d231c0>,COC(C)(C)C
633,mobley_9821936, c12c(c(c(c(c1Cl)Cl)Cl)Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2," 1,2,3,4,6,7,8,9-octachlorodibenzo-p-dioxin",-4.53,1.0,-1.15,0.04, 10.1007s10822-012-9568-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d23220>,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
634,mobley_9838013, CCC(C)(C)O, 2-methylbutan-2-ol,-4.43,0.6,-2.93,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d23280>,CCC(C)(C)O
635,mobley_9883303, CCC[C@H](C)CC, 3-methylhexane,2.71,0.6,2.81,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104, Renamed mobley_9883303 from 3-methylhexane to (3R)-3-methylhexane (the name from the 3D structure) since the former did not completely specify stereochemistry.  ,<rdkit.Chem.rdchem.Mol object at 0x2b7646d232e0>,CCC[C@H](C)CC
636,mobley_9897248, CC(=CCCC(=CCO)C)C," (2Z)-3,7-dimethylocta-2,6-dien-1-ol",-4.78,0.25,-2.6,0.04, SAMPL4_Guthrie, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Former IUPAC name Nerol replaced with one generated from the 3D structure, (2Z)-3,7-dimethylocta-2,6-dien-1-ol  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d23340>,CC(C)=CCCC(C)=CCO
637,mobley_9913368, C(=CCl)Cl," (E)-1,2-dichloroethylene",-0.78,0.6,1.02,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Renamed mobley_9913368 from (E)-1,2-dichloroethylene to (E)-1,2-dichloroethylene (the name from the 3D structure) since the former did not completely specify stereochemistry.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d233a0>,ClC=CCl
638,mobley_9942801, CCc1ccc(cc1)C, 1-ethyl-4-methyl-benzene,-0.95,0.6,-0.57,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d23400>,CCc1ccc(C)cc1
639,mobley_994483, CCBr, bromoethane,-0.74,0.6,0.49,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d23460>,CCBr
640,mobley_9974966, CC(C)SC(C)C, 2-isopropylsulfanylpropane,-1.21,0.6,0.14,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d234c0>,CC(C)SC(C)C
641,mobley_9979854, C[C@H](C(F)(F)F)O, 111-trifluoropropan-2-ol,-4.2,0.2,-3.49,0.03, 10.1039P29900000291, 10.1021acs.jced.7b00104," Renamed mobley_9979854 from 1,1,1-trifluoropropan-2-ol to (2R)-1,1,1-trifluoropropan-2-ol (the name from the 3D structure) since the former did not completely specify stereochemistry.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d23520>,C[C@@H](O)C(F)(F)F
